Dataset,#TrainingRelease,%training/total,%Defective/training,%Defective/testing,Classifier,Feature Selection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,oversampling,Sensitive Threshold,260,13,373,11,0.95,0.96,0.96,0.92
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,oversampling,Sensitive Learning,252,105,281,19,0.71,0.93,0.83,0.63
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,undersampling,No,269,10,376,2,0.96,0.99,0.99,0.96
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,undersampling,Sensitive Threshold,269,12,374,2,0.96,0.99,0.98,0.96
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,undersampling,Sensitive Learning,187,94,292,84,0.67,0.69,0.74,0.44
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,SMOTE,No,268,3,383,3,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,SMOTE,Sensitive Threshold,268,3,383,3,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,SMOTE,Sensitive Learning,263,74,312,8,0.78,0.97,0.9,0.75
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,No,No,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,No,Sensitive Threshold,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,No,Sensitive Learning,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,oversampling,No,256,12,374,15,0.96,0.94,0.96,0.92
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,oversampling,Sensitive Threshold,260,13,373,11,0.95,0.96,0.96,0.92
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,oversampling,Sensitive Learning,252,105,281,19,0.71,0.93,0.83,0.63
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,undersampling,No,269,10,376,2,0.96,0.99,0.99,0.96
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,undersampling,Sensitive Threshold,269,12,374,2,0.96,0.99,0.98,0.96
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,undersampling,Sensitive Learning,187,94,292,84,0.67,0.69,0.74,0.44
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,SMOTE,No,268,3,383,3,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,SMOTE,Sensitive Threshold,268,3,383,3,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,SMOTE,Sensitive Learning,263,74,312,8,0.78,0.97,0.9,0.75
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,No,No,264,325,61,7,0.45,0.97,0.95,0.11
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,No,Sensitive Threshold,266,341,45,5,0.44,0.98,0.55,0.08
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,No,Sensitive Learning,266,340,46,5,0.44,0.98,0.95,0.09
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,oversampling,No,266,329,57,5,0.45,0.98,0.95,0.11
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,oversampling,Sensitive Threshold,267,342,44,4,0.44,0.99,0.55,0.08
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,oversampling,Sensitive Learning,264,320,66,7,0.45,0.97,0.93,0.12
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,undersampling,No,266,339,47,5,0.44,0.98,0.95,0.09
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,undersampling,Sensitive Threshold,267,348,38,4,0.43,0.99,0.54,0.07
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,undersampling,Sensitive Learning,258,295,91,13,0.47,0.95,0.83,0.16
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,SMOTE,No,264,316,70,7,0.46,0.97,0.96,0.13
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,SMOTE,Sensitive Threshold,266,334,52,5,0.44,0.98,0.56,0.1
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,SMOTE,Sensitive Learning,260,222,164,11,0.54,0.96,0.94,0.34
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,No,No,257,105,281,14,0.71,0.95,0.95,0.64
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,No,Sensitive Threshold,263,304,82,8,0.46,0.97,0.59,0.16
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,No,Sensitive Learning,261,294,92,10,0.47,0.96,0.95,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,oversampling,No,259,114,272,12,0.69,0.96,0.95,0.63
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,oversampling,Sensitive Threshold,261,295,91,10,0.47,0.96,0.6,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,oversampling,Sensitive Learning,254,143,243,17,0.64,0.94,0.94,0.53
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,undersampling,No,260,251,135,11,0.51,0.96,0.95,0.27
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,undersampling,Sensitive Threshold,263,315,71,8,0.46,0.97,0.58,0.13
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,undersampling,Sensitive Learning,253,285,101,18,0.47,0.93,0.79,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,SMOTE,No,259,99,287,12,0.72,0.96,0.96,0.67
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,SMOTE,Sensitive Threshold,263,294,92,8,0.47,0.97,0.6,0.18
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,SMOTE,Sensitive Learning,261,285,101,10,0.48,0.96,0.92,0.2
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,No,No,257,105,281,14,0.71,0.95,0.95,0.64
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,No,Sensitive Threshold,263,304,82,8,0.46,0.97,0.59,0.16
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,No,Sensitive Learning,261,294,92,10,0.47,0.96,0.95,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,oversampling,No,259,114,272,12,0.69,0.96,0.95,0.63
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,oversampling,Sensitive Threshold,261,295,91,10,0.47,0.96,0.6,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,oversampling,Sensitive Learning,254,143,243,17,0.64,0.94,0.94,0.53
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,undersampling,No,260,251,135,11,0.51,0.96,0.95,0.27
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,undersampling,Sensitive Threshold,263,315,71,8,0.46,0.97,0.58,0.13
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,undersampling,Sensitive Learning,253,285,101,18,0.47,0.93,0.79,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,SMOTE,No,259,99,287,12,0.72,0.96,0.96,0.67
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,SMOTE,Sensitive Threshold,263,294,92,8,0.47,0.97,0.6,0.18
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,SMOTE,Sensitive Learning,261,285,101,10,0.48,0.96,0.92,0.2
